"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H4E7T2N3","journalArticle","","Coimbra, Rodrigo Tavares; de Resende, Antônio Maria P; Terra, Ricardo","A Correlation Analysis between Halstead Complexity Measures and other Software Measures","","","","","","","","2019-06-04 16:25:46","2019-06-04 16:25:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXGWZUUC","journalArticle","2017","Zajac, Pavol","Connecting the Complexity of MQ-and Code-Based Cryptosystems","Tatra Mountains Mathematical Publications","","","","","","2017","2019-06-04 16:25:46","2019-06-04 16:25:46","","163–177","","1","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5DHMR69","thesis","2017","Putra, Hady Maresyah; others","THE CORRELATION BETWEEN CRITICAL THINKING AND READING COMPREHENSION ACHIEVEMENT OF ENGLISH EDUCATION STUDY PROGRAM STUDENTS’OF UIN RADEN FATAH PALEMBANG","","","","","","","2017","2019-06-04 16:25:46","2019-06-04 16:25:46","","","","","","","","","","","","","UIN RADEN FATAH PALEMBANG","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6J36N4G","journalArticle","2017","Mardasari, Dian","READING INTEREST, TEXT TYPES AND READING COMPREHENSION OF ENGLISH EDUCATION STUDY PROGRAM STUDENTS OF FKIP SRIWIJAYA UNIVERSITY","The Journal of English Literacy Education (The Teaching and Learning of English as A Foreign Language","","","","","","2017","2019-06-04 16:25:46","2019-06-04 16:25:46","","44–58","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PEA7NY4","journalArticle","2013","Hegglin, Daniel Rodolfo; Lepratte, Leandro; Blanc, Rafael Luján; Pietroboni, Rubén Antonio","Complexity, social-technical systems and developing, a research program for Latin America","","","","","","","2013","2019-06-04 16:25:46","2019-06-04 16:25:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABG9IL99","thesis","2017","Fitriani, Dian","THE RELATIONSHIP BETWEEN COLLOCATIONAL KNOWLEDGE AND READING COMPREHENSION ACHIEVEMENT OF UNDERGRADUATE EFL STUDENTS OF ENGLISH EDUCATION STUDY PROGRAM OF UIN RADEN FATAH PALEMBANG.[SKRIPSI]","","","","","","","2017","2019-06-04 16:25:46","2019-06-04 16:25:46","","","","","","","","","","","","","UIN RADEN FATAH PALEMBANG","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLQ48SBY","thesis","2017","ANGGRAINI, SANTI","THE CORRELATION BETWEEN READING COMPREHENSION AND ACADEMIC ACHIEVEMENT OF ENGLISH EDUCATION STUDY PROGRAM STUDENTS OF UIN RADEN FATAH PALEMBANG.[SKRIPSI]","","","","","","","2017","2019-06-04 16:25:47","2019-06-04 16:25:47","","","","","","","","","","","","","UIN RADEN FATAH PALEMBANG","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UI4ZTAKV","conferencePaper","2015","Soares, Samuel A; Brandão, Marcius; Cortés, Mariela I; Freire, Emmanuel SS","Dribbling complexity in model driven development using Naked Objects, domain driven design, and software design patterns","2015 Latin American Computing Conference (CLEI)","","","","","","2015","2019-06-04 16:25:47","2019-06-04 16:25:47","","1–11","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXZ7GW4K","conferencePaper","2018","Nogueira, Débora Manzano; Cárnio, Maria Silvia","Speech-language pathology program for reading comprehension and orthography: effects on the spelling of dyslexic individuals","CoDAS","","","","","","2018","2019-06-04 16:25:47","2019-06-04 16:25:47","","","","","30","","","","","","","","SciELO Brasil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N38W2TY3","journalArticle","2010","Cárnio, Maria Sílvia; Csipai, Eleonora Silva; Couto, Maria Inês Vieira","Relationship between comprehension levels and reading strategies used in a therapeutic program by deaf individuals who communicate through sign language","Revista da Sociedade Brasileira de Fonoaudiologia","","","","","","2010","2019-06-04 16:25:47","2019-06-04 16:25:47","","206–212","","2","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YWCHH7Y","thesis","2018","Pratama, Andri; others","THE CORRELATION BETWEEN STUDENTS’ENGLISH READING SPEED AND READING COMPREHENSION ACHIEVEMENT OF THE ENGLISH EDUCATION STUDY PROGRAM STUDENTS OF UIN RADEN FATAH PALEMBANG","","","","","","","2018","2019-06-04 16:25:47","2019-06-04 16:25:47","","","","","","","","","","","","","UNIVERSITAS ISLAM NEGERI RADEN FATAH","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8REVDUIW","journalArticle","2018","Anastasiia, Sinelnikova","Investigation of existing systems of modelling brain activity with the aim of identifying problem areas and high complexity software imperfection","","","","","","","2018","2019-06-04 16:25:47","2019-06-04 16:25:47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEPRCGB6","thesis","2017","Arip, Arip","THE CORRELATION BETWEEN READING SELF-EFFICACY AND READING COMPREHENSION ACHIEVEMENT OF ENGLISH EDUCATION STUDY PROGRAM STUDENTS OF UIN RADEN FATAH PALEMBANG.[SKRIPSI]","","","","","","","2017","2019-06-04 16:25:47","2019-06-04 16:25:47","","","","","","","","","","","","","UIN RADEN FATAH PALEMBANG","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJFDLVLH","journalArticle","2010","Rubilar, Pedro Rodrigo Sandoval; Carrillo, Miguel Frit; Fuentes, Ana Carolina Maldonado; Alveal, Francisco Rodríguez","Math reasoning and reading comprehension skills assessment of entrant students from the primary school teaching program: a comparative study in two universities of the Council of Rectors (CRUCH)","Educar em Revista","","","","","","2010","2019-06-04 16:25:47","2019-06-04 16:25:47","","73–102","","SPE2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYC73GRN","thesis","2010","Hua, Hong Hieu","The complexity of adaptation and local responses to a residential cluster program: a case study of an agricultural commune in An Giang Province, Vietnam= ความ ซับซ้อน ของ การ ปรับ ตัว และ การ ตอบ สนอง ของ ชาว บ้าน ต่อ โครงการ จัด ที่ อยู่ อาศัย: กรณี ศึกษา ชุมชน เกษตร ใน จังหวัด อัน ยาง เวียดนาม/Hua Hong Hieu","","","","","","","2010","2019-06-04 16:25:47","2019-06-04 16:25:47","","","","","","","","","","","","","Chiang Mai: The Graduate School, Chiang Mai University, 2010","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR9NYU6S","journalArticle","2012","Gereben, Orsolya; Pusztai, Laszlo","RMC_POT (Reverse Monte Carlo using POTentials), a computer code for modeling the structure of disordered systems containing molecules of arbitrary complexity, using flexible molecular constraints and non-bonding potentials","arXiv preprint arXiv:1203.5450","","","","","","2012","2019-06-04 16:25:48","2019-06-04 16:25:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L6USSX6","book","2017","Asare, Matthew; Kamen, Charles Stewart; Morrow, Gary R; Heckler, Charles E; Peppone, Luke Joseph; Long, Joan; Cole, Sharon; Onitilo, Adedayo A; Feige, Michelle M; Minasian, Lori M; others","Racial/ethnic differences in comprehension of biospecimen sharing/banking: University of Rochester Cancer Center NCI Community Oncology Research Program (URCC-NCORP) nationwide study in 710 cancer and healthy subjects.","","","","","","","2017","2019-06-04 16:25:48","2019-06-04 16:25:48","","","","","","","","","","","","","American Society of Clinical Oncology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83KH4IKI","journalArticle","2013","Hasan, Nayel Mohamed Shami","The effectiveness of a proposed program based on the communicative approach in developing reading comprehension skills and attitude towards English for students of the English department, Faculty of Education, Hodeidah University","","","","","","","2013","2019-06-04 16:25:48","2019-06-04 16:25:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65MEQ8YZ","journalArticle","","HASANAH, UMMU BAROROTUL","A STUDY ON LITERAL READING COMPREHENSION ACHIEVEMENT OF THE EIGHTH GRADE STUDENTS Composed to Fulfill One of the Requirements to Obtain S1 Degree at the English Education Program, Langua The Faculty of Teacher Training and Education UMMU BAROROTUL HASANAH ENGLISH EDUCATION PROGRAM STUDY LANGUAGE AND ARTS EDUCATION DEPARTMENT FACULTY OF TEACHER TRAINING AND EDUCATION AT SMP NEGERI 14 JEMBER","","","","","","","","2019-06-04 16:25:48","2019-06-04 16:25:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
